playlist,title,video_id,transcribed
52_weeks,"Week 30: Kalkwasser: All-in-one Calcium, Alkalinity & pH supplement | 52 Weeks of Reefing",Lu_To5UZ2c0,False
52_weeks,Week 31: Simple 2 part calcium & alkalinity dosing | 52 Weeks of Reefing,VVdvc6mzieA,False
52_weeks,Week 32: Calcium reactor on the BRS160? You decide! | 52 Weeks of Reefing,9LNqju_whb0,False
52_weeks,Week 33: Trace Elements: Is supplementation right for your tank? | 52 Weeks of Reefing,eGJaPocRErc,False
52_weeks,Week 34: BEST reef tank parameters and our favorite test kits | 52 Weeks of Reefing,E6xyaHo91S0,False
52_weeks,"Week 35: SOFT CORALS! Selection, care, and placement | 52 Weeks of Reefing",G9nuO8f0eEM,False
52_weeks,"Week 36: LPS coral selection, care, & placement | 52 Weeks of Reefing",I3mDwB_8v0U,False
52_weeks,"Week 37: Small Polyp Stony corals! SPS selection, care, & placement | 52 Weeks of Reefing",htMPSs3Z6Qc,False
52_weeks,"Week 38: Mounting corals: epoxy, super glue, and lighting tweaks | 52 Weeks of Reefing",edJ8Lorgxi8,False
52_weeks,Week 39: Feeding corals  -  Do the claims meet expectations? | 52 Weeks of Reefing,vavu53M436M,False
52_weeks,"Week 40: The BRS160 in review: Successes, challenges, and improvements | 52 Weeks of Reefing",tpLAwYp5Z7c,False
52_weeks,Week 41: Feeding fish - Selecting food for maximum health & longevity | 52 Weeks of Reefing,u0mEznH5-BQ,False
52_weeks,Week 42: Reef Tank Maintenance: 5 minutes a day can transform your tank: 52 Weeks of Reefing #BRS160,3giFyMj7CAw,False
52_weeks,"Week 43: Aquarium Controllers: Protecting your tank, wallet and space | 52 Weeks of Reefing",3M9y0QPRqVw,False
52_weeks,Week 44: Aquarium Controller How To's - Digital Aquatics Reefkeeper | 52 Weeks of Reefing,ls0ABH6JV-Y,False
52_weeks,Week 46: Aquarium Controller How To's - The Seneye + Tank Update | 52 Weeks of Reefing,ags0loe1uow,False
52_weeks,Week 47: Vertex Cerebra: Programming made easy | 52 Weeks of Reefing,LN8oS87VFUY,False
52_weeks,Week 48: Keep algae out of your reef tank FOREVER! | 52 Weeks of Reefing,9zft6lJraRg,False
52_weeks,Week 49: How to prevent and treat reef tank pests | 52 Weeks of Reefing,j2PBf42_ihc,False
52_weeks,Week 50: BRS160 disaster averted! Fixing catastrophes in the reef tank | 52 Weeks of Reefing,VsK-yQChF84,False
52_weeks,Week 51: What you need to know to cure fish disease & parasites | 52 Weeks of Reefing,Jw6ZGdLgQCs,False
52_weeks,"Week 52: Planning a reef tank upgrade, plus a look back at the BRS160 | 52 Weeks of Reefing",lYdQx4dR4VA,False
52_weeks,Update 1: The 4 stages of competence and montipora eating nudibranchs | 52 Weeks of Reefing,ZV9a25GQ7fk,False
52_weeks,Update 2: The most cost effective way to increase coral growth? | 52 Weeks of Reefing,t69huBU8xyM,False
52_weeks,Update 3: Nearly two years of Zeovit and how it worked for us. | 52 Weeks of Reefing,19h7uyBfQnw,False
52_weeks,Update 4: Changing over to the Triton Method. | 52 Weeks of Reefing,NWmjpqX8fy8,False
52_weeks,"Update 5: August 2018 - Successes, issues and auto water changes | 52 Weeks of Reefing",KoPY_1rA4UU,False
52_weeks,What happens next? Will the BRS160 still be BRStv's lab rat? | 52 Weeks of Reefing,quJDLPG1no8,False
52_weeks,Wins and Secrets of the BRS160.. 52-Weeks to 54-Months!,ZAFpSuoe7ys,False
52_weeks,How Did the BRS160 Survive Our Mistakes?! Lessons Learned from Our Failures. | 52 Weeks of Reefing,vs8hzOdxGv0,False
52_weeks,The BRS160 Screensaver: 12hrs of Relaxation With Our Best Saltwater Aquarium in Your Home or TV.,fs0lLsRSblw,False
52_weeks,Week 45: Aquarium Controller How To's - The Neptune Apex | 52 Weeks of Reefing,4zRFshbbH2I,False
52_weeks,It’s Coming Down... Will the BRS160 Be Replaced?,vtyjZqpVHBM,False
52_FAQ,Are CO2 Scrubbers REALLY Effective at Managing Reef Tank pH?,AvdwsF7TrZM,False
52_FAQ,Live Sand & Your Reef Tank...What You NEED to Know!,fMCnh4lkKrU,False
52_FAQ,Is a Sump NECESSARY for a Saltwater Tank?,OgPUweiY9Ig,False
52_FAQ,Are Hanna Checkers for Your Reef Tank Worth It?,wQdjVSP3mKw,False
52_FAQ,How it works : Calcium reactors explained the easy way | Reef FAQs,6ccfiIaJiww,False
52_FAQ,Protein skimmer guide - Explaining what they do and how they work - Reef FAQ,gK6s4ccNa4A,False
52_FAQ,How much is a calcium reactor vs two part dosing. Is it worth putting on a reef tank? Reef FAQ,lQrnx7VgVxM,False
52_FAQ,Reef tank LED lighting: The best mounting height for your corals | Reef FAQs,BdlRU34wZSI,False
52_FAQ,PAR meter rental: Setting your reef tank LED lighting schedule | Reef FAQs,4lJZCZXE2yo,False
52_FAQ,How many LED modules? Selecting and spacing reef tank LED lighting options | Reef FAQs,5dYZMoR1cro,False
52_FAQ,PUR vs PAR? What is more important when setting up your LED reef tank lighting? | Reef FAQs,DMW7rc-aFgs,False
52_FAQ,Reef tank pH: When should I calibrate my pH probe for aquarium pH monitor or controller? | Reef FAQs,o7ST61T9yqs,False
52_FAQ,PAR & Reef Tank Lighting Schedules: What's the ideal program for LED aquarium lighting? | Reef FAQs,RXpMyLuNEiM,False
52_FAQ,Reef tank pH - When should I replace my pH probe on my pH monitor or controller? | Reef FAQs,j7KDnOBT7h8,False
52_FAQ,Reef tank lighting schedule - What is the ideal spectrum program for your LED lights? | Reef FAQs,kJhe1C8Dj7k,False
52_FAQ,Triton Method cost - Time to add up how much it costs to run a Triton Method reef tank | Reef FAQs,_pD29jGey9Q,False
52_FAQ,T5 reef lighting - Why T5 continues to be popular with advanced reef tank owners | Reef FAQs,_x97EAiEuts,False
52_FAQ,Triton ICP Test - Top 5 BEST uses for the latest in reef tank testing methods | Reef FAQs,tvIrhgjgraM,False
52_FAQ,How to raise pH in a reef tank with a beta recirculating CO2 scrubber | Reef FAQs,5_GM5ZBzvdk,False
52_FAQ,Switching marine salt mix brands safely for a saltwater tank | Reef FAQs,csLxQMznYm4,False
52_FAQ,Triton Method Reef Tanks - Eliminating water changes in your saltwater aquarium | Reef FAQs,TKLlIXYXSuM,False
52_FAQ,How to raise pH in saltwater tank with a CO2 scrubber | Reef FAQs,djRuqU05WiU,False
52_FAQ,Adjusting the levels of your saltwater mix prior to use in the reef tank | Reef FAQs,KVZKtbeocj4,False
52_FAQ,Top 5 Tips: How to raise pH in reef tanks and saltwater tanks | Reef FAQs,OhZMRuEgXrs,False
52_FAQ,"Triton Other Method- Skip the refugium, but use an advanced 4-part reef tank supplement? | Reef FAQs",lC1QeZsDP-w,False
52_FAQ,"Mixing reef salt mix, the best method for the saltwater aquarium | Reef FAQs",ZW4FA6xG9p4,False
52_FAQ,Calcium reactor setup - The easy way for your reef aquarium | Reef FAQs,FVVZFBc_aH8,False
52_FAQ,"Skip the crud, mixing salt for saltwater aquarium without all the crusty build up. | Reef FAQs",vMuDTUhFoaM,False
52_FAQ,How to cure live rock with acid for a saltwater aquarium. | Reef FAQs,Ar9LWC6dFSY,False
52_FAQ,Bleach curing dry rock and live rock for a saltwater reef tank. | Reef FAQs,X7HbhBUyGh4,False
52_FAQ,Natural curing live rock for a saltwater fish tank | Reef FAQs,v-1uMoCocBI,False
52_FAQ,How to get stable readings from the Apex Salinity Probe? | Reef FAQs,IcT5pjSbfpk,False
52_FAQ,Calcium reactor tuning with a reef tank calculator | ReefFAQs,JF9ctk2xvNE,False
52_FAQ,How to change from 2 part dosing to a Calcium Reactor? | ReefFAQs,aM0EEW3ZgUU,False
52_FAQ,How to select the initial 2 part dose for my reef tank? | ReefFAQs,MeY0UsJ6ezU,False
52_FAQ,Which magnesium mix do I need for 2 part dosing?| ReefFAQs,Ta5i2-9VdY4,False
52_FAQ,How to stop precipitation when dosing 2 part to my reef tank? | ReefFAQs,b01UfyZRz2A,False
52_FAQ,How much 2 part do you dose? Reef calculator made EASY! | ReefFAQs,YNm8gKYPnoo,False
52_FAQ,Best 2 part dosing alkalinity additive for your reef tank | Reef FAQs,9i677FvvfX0,False
52_FAQ,FAQ #47: Shouldn't I be getting 99% TDS rejection from my RO membrane? | 52 FAQ,-sTnwOldNQ0,False
52_FAQ,"FAQ #46: Which goes first, sand or rock? | 52 FAQ",4zRRwdK-_wk,False
52_FAQ,FAQ #45: Can my refugium work too well? | 52 FAQ,-8nd04Gw_0E,False
52_FAQ,FAQ #44: How do I find all of the BRStv videos? | 52 FAQ,LRGf9Z9l-dc,False
52_FAQ,FAQ #43 Aquarium controller or reef monitor; which is best for me? | 52 FAQ,xKdPV3biaJI,False
52_FAQ,FAQ #42 Why are my nitrates high but phosphates low? | 52 FAQ,T3EIPSrTcOU,False
52_FAQ,FAQ #41 Do salt mixes expire and can mixed saltwater be stored long term? | 52 FAQ,b68gxBW1uYY,False
52_FAQ,FAQ #40 Does fresh air have the same effect as a CO2 scrubber? | 52 FAQ,tNNfIpXEzvI,False
52_FAQ,FAQ #39 Should I use filter media while cycling my tank? | 52 FAQ,zzPc5bc2Mok,False
52_FAQ,FAQ #38 I Add More and More Ca/Alk and the Levels Won’t Rise? | 52 FAQ,hSg3KGTuRCo,False
52_FAQ,FAQ #37: What's the most affordable lighting system for a reef tank? | #52FAQ,YCgZmcW4X4Y,False
52_FAQ,FAQ #36: Can I use ocean water in my reef tank? | 52 FAQ,IEnEaDxAOVI,False
52_FAQ,FAQ #35 How often should pH probes be calibrated?,qZc4IJHrLfc,False
52_FAQ,FAQ #34: What does it take to maintain a 160 gallon reef tank like the BRS 160?,G58OFQ0sQH4,False
52_FAQ,FAQ #33: How do nitrates affect coral coloration in the reef aquarium?,RE258B5SGH0,False
52_FAQ,"FAQ #32: Where should I direct my pumps flow - the tank's rock work, or the surface of the water?",uYx0F2ryOTs,False
52_FAQ,"FAQ #31: If stirring kalkwasser has negative effects, why are reactors available that do just that?",4BHiLNoC5hI,False
52_FAQ,"FAQ #30: Should I run my protein skimmer during my tank cycle, and while curing rock?",CSf_vzh0YfY,False
52_FAQ,FAQ #29: Should I run my protein skimmer before or after my refugium?,wgi2z9RfF24,False
52_FAQ,FAQ #28: Can I keep multiple tangs in the same aquarium?,Vk0AYpLvxjE,False
52_FAQ,FAQ #27: What plumbing fittings did we use on the BRS 160 reef aquarium?,p2RmF6oRnt8,False
52_FAQ,FAQ #26: Using Bayer as a coral dip - What recipe do we use?,iCAY9ljsMWE,False
52_FAQ,FAQ #25: Where can I get the solenoid valve used on the BRS160?,M1iY-Vz3-V4,False
52_FAQ,FAQ #24: Is having a protein skimmer that's rated larger than your tank advantageous?,tmFu1fc1DKc,False
52_FAQ,FAQ #23: Why are wet dry filters not recommended by most reefers?,7S9-hcDnQIA,False
52_FAQ,FAQ #22: Can I run biopellets in a BRS Dual Reactor along with carbon? | #52FAQ,MSkYO6qxYpU,False
52_FAQ,"FAQ #21: If the Seneye indicated an ammonia spike, what would be the course of action? | #52FAQ",oJytbChZsoY,False
52_FAQ,FAQ #20: Why use MarinePure for filtration VS deep sand beds? | #52FAQ,igm0KdvW2c8,False
52_FAQ,FAQ #19: How much water flow do I need in my reef aquarium? | 52 FAQ,cRo4cP9YjCw,False
52_FAQ,FAQ #18: Can I use TDS as an indicator for when to change my RO/DI filters? | 52 FAQ,PNkQH5w_gXU,False
52_FAQ,FAQ #17: Is it worth running a refugium on a Zeovit tank? | 52 FAQ,-AcAuqlBckE,False
52_FAQ,FAQ #16: What is the relationship between the Theiling Rollermat and the tank's flow rate? | 52 FAQ,XCJ_fD0MQrQ,False
52_FAQ,FAQ #15: Can you add sand to a bare bottom tank? | 52 FAQ,y1fsC2dlMT4,False
52_FAQ,FAQ #14: How do you calibrate your reef aquarium controller's temperature probe? | 52 FAQ,2JBOWdpWS1s,False
52_FAQ,FAQ #13: How do we feed the fish in our 160 gallon reef aquarium? | 52 FAQ,itPcN2fgQCQ,False
52_FAQ,"FAQ #12: Which plumbing fittings, design, and equipment can be used on a return manifold? | 52 FAQ",G-jCMWPuE5M,False
52_FAQ,FAQ #11: Is a skimmer necessary on a nano reef aquarium? | 52 FAQ,HJq0VXizDck,False
52_FAQ,FAQ #10: What are some great ways to reduce phosphates in the reef aquarium? | 52 FAQ,0XH3RiWB6IQ,False
52_FAQ,FAQ #9: How do you remove coral frags from their plugs for easy mounting in the aquarium? | 52 FAQ,A8Vc__Cb-SI,False
52_FAQ,FAQ #8: What's a good food to use with auto feeders for fish & corals? | 52 FAQ,IHPVyl10ovs,False
52_FAQ,FAQ #7: What would be the first coral we'd recommend for an aquarium hobbyist? | 52 FAQ,1qB9AHAxp44,False
52_FAQ,FAQ #6: What kind of water storage tanks are the ones featured on our reef tank setups? | 52 FAQ,wOEmwmvX7H8,False
52_FAQ,"FAQ #5: I'm using a different salt with my next water change, should I have any concerns? | 52 FAQ",t7XGA24O5wI,False
52_FAQ,FAQ #4: Is there a Zeovit reactor that I can use in my nano aquarium? | 52 FAQ,WNyeGepppEs,False
52_FAQ,"FAQ #3: To drill a 40 breeder aquarium, what overflow, bulkheads, and hole saws do I need? | 52 FAQ",kUPTVa-vi1c,False
52_FAQ,FAQ #1: What do you recommend to paint the back of the aquarium? | 52 FAQ,b4k7uE6vukQ,False
52_second_edition,These 5 Accumulative Pollutants Stress & Kill Corals. Why Are They Rarely Addressed in Reef Tanks?,Cm6MuzFYFyQ,False
52_second_edition,Challenging RODI on Reef Tanks. What’s Really in Tap Water & Optimizing Aquarium Filtration For It.,QQyogSRDv_k,False
52_second_edition,We Want Answers to Phosphate & Nitrate in Reef Tanks. Can Our Approach to Nutrients End the Debate?,Vbq7s7Lw2sE,False
52_second_edition,Week 12: BRS 360 - It Took 20 Years To Learn These Four lessons  | 52SE Reef Tank #8,KuZPRJsviTE,False
52_second_edition,Week 11: Nano Reef Tank - Magnifying What Is Otherwise Lost | 52SE,mnpOrtwTON4,False
52_second_edition,Week 10: 17 Questions For Success With Clams in Your Reef Tank! John Bui | Clam Mania,3OmI1WNanjA,False
52_second_edition,Week 9: The Magnificent Sea Anemone & Clownfish Harem  - A Challenging Harmony | 52 Weeks SE,Yo7gQnzxNqE,False
52_second_edition,Week 8: 52 Questions in 52 Minutes 52SE | Special Guest Josh Earel,nTbIUth7fVk,False
52_second_edition,Week 7: Soft Coral Collection - Evolving a Zen Garden of Coral | 52SE,GtxaS43Y4ok,False
52_second_edition,Week 6: Acropora Collection - Reef Building Rainbows | 52SE SPS Tank,j9sW427_TtM,False
52_second_edition,Week 4: Lessons From a Wild  Reef That Apply to Your Aquarium! 52SE | Special Guest Joe Caparatta,FxeNMzfglQk,False
52_second_edition,Week 5: Flowy Stonies Collection - A Rhythm to the Movement | 52SE LPS Tank,W-IwGnpmvz4,False
52_second_edition,Week 3: Chromis School Tank - Nature’s Coordinated Dance | 52SE,uVkHwsFJk4I,False
52_second_edition,Week 2: Twilight Predator Tank - A Deadly Elegance | 52SE,93JGOo4Zaes,False
52_second_edition,Week 1: A Modern Guide to Marine Aquaria | 52SE,W-c3cZsscqY,False
11_days,Reefers Create Environments for Rare & Unique Pets. Survival & Growth Measure How Good We Are.,PZ6ZytpjBGQ,False
11_days,Selecting the Right Saltwater Tank Size and Location Will Define Your Success.,SSFwY7-_-fc,False
11_days,The Best Aquarium Sump Design Prioritizes Function Over Form... Bonus Points if It’s Future Proof.,ID7cgKVW3Dc,False
11_days,"Everything Breaks, Faster in a Corrosive Environment. Plan For It Rather Than React to It.",LDDYbAfSYNA,False
11_days,"The Best Return Pump & Plumbing Option Is a Leak & Kink Proof, Failure Resistant, Approach.",I7P1ad1QGI0,False
11_days,Clean Saltwater Aquarium Gear Wiring Is Synonymous With Safe.,0YoE5AOKYWg,False
11_days,"We’re Not Maintaining a Reef Tank, We’re Maintaining Water. Reef Tanks Come From Doing That Well.",6UF9yjKgpLA,False
11_days,Your Heater Will Die and Your Reef Tank Along With It... Unless You Chose to a Different Path.,wK0DB52SiGg,False
11_days,Water Flow Is the Blood of Your Reef Tank. Delivering & Removing Most of What Corals Need to Live.,LqMccFbdO9U,False
11_days,Rock Choice for Your Reef Tank Will Define Your Journey. Get the Right Tool for the Right Job.,PKXf1axq-TY,False
11_days,An Aquascape Is for Our Eyes. A Habitat Is About Caring for Our Pets... You Can Have Both.,u8xD9nCvaQs,False
11_days,Sand in Your Saltwater Tank Is Beautiful Problem... Prioritize What Matters Most to You.,tFfwdURtXwg,False
11_days,"Ammonia in a Saltwater Aquarium Matters, Then It Doesn’t...Except When It Does.",zSppnm_ph7E,False
11_days,Embrace That Parasites & Disease Are in Your Reef Tank. A UV Sterilizer Will Be Why It Won't Matter.,6KDgAFYoAvg,False
11_days,"Saltwater Fish Adapt to Most Environments, but They’re Also Sensitive Creatures. Gradual Is the Key.",icwaDpKzA9Y,False
11_days,The Best ATO’s Embrace That Valves and Sensors Have a High Failure Rate in Saltwater Aquariums.,hKLuBKKre6c,False
11_days,"From 2 Fish to 20 Fish, Good Skimmers Grow With You. The Best Skimmers Boost Coral Growth +50%.",XmlBer_sAdQ,False
11_days,There Is a Direct Connection Between the Sun and the Best Performing Reef Tank Lighting Sources.,0w39VMvaJgE,False
11_days,T5 Lighting Is Ideal for Reef Tank Biology & Replicating the Sky... But It Is Not the Future.,PSxAR78KG2o,False
11_days,"Metal Halides Are Awesome, but Already Dead for Nearly Every Application in Nearly Every Industry.",Ry_dcXlu42Q,False
11_days,"Reef Tank LED Lighting Are the Solution, but We’re Making Something So Easy... Hard.",IBhGHWtRT2E,False
11_days,"A Reef Tank Lighting Option That Emulates the Sky, Sun & Shimmer Is Elusive. Even Nature Has Hybrid.",3eAAhBI9lBA,False
11_days,A Saltwater Aquarium Clean up Crew Is So Much More Than Snails and Crabs!,YTWrR632IFU,False
11_days,Carbon for Sure... GFO Sometimes... Carbon Dosing? Filter & Reactor Media for a Saltwater Tank.,S5nha40KdlQ,False
11_days,Saltwater Aquarium Filtration: Manual Fleece Filter Rollers Are the Future.,qB3g6ayUCEM,False
11_days,Bacteria in a Bottle Just Might Be the Next Frontier for a Cleaner Reef Tank.,enSHZhtRTpo,False
11_days,"A Refugium Is the Easiest Way to Solve Nutrient Issues in a Saltwater Tank. Lights, Chaeto, Done!",5_S1y4fRItw,False
11_days,"Ozone & Reef Tanks: Its Like Running Carbon 24/7, but the Best Way to Implement Is Still Not Clear.",Pv7fNaFhuMo,False
11_days,The Best Reef Tank Chemistry Solution Addresses More Than Only Calcium & Alkalinity.,fAmoChui3IY,False
11_days,7.8 pH Is a Bad Move. Embracing Reef Tank Acidification (RTA) Is the Right Move!,hTQI6z7jEfw,False
11_days,Kalkwasser Is the Most Under Appreciated Reef Tank Additive There Is.,eqmAjkbCsgQ,False
11_days,2 Part Is By Far the Most Versatile Calcium & Alkalinity Solution for Almost Every Single Reef Tank.,_mlwJCvwNn4,False
biome,How 15 Answers Changed the Way I Look at My Tank Forever! 10 Months of Biome Cycling 12 Aquariums.,pqTuQDzjlv4,False
biome,Ep: 1 How to Avoid the Ugly Stage? BRStv Investigates the Biome Cycle and Reef Aquariums.,nAXkiz01ebE,False
biome,Ep 2: What Are the Five Uglies in the Ugly Stage? Can We Biome Cycle Our Way Around Them?,4Uz7YwrwV_4,False
biome,Ep 3: Meet the 12 Tanks. Each a Totally Different Approach to Beating the Uglies and Cycling a Tank.,DLb5AUcNUpw,False
biome,Ep 4: Can AquaBiomics eDNA Aquarium Testing Help Us Find the Perfect Biome Cycle?,9Q_sh42NNd8,False
biome,Ep: 5 Best Biome Cycle? Ocean Direct Live Sand vs. Indo Live Rock vs. Marco Rock vs. Aquarium Sand.,WEfzSdUQMBg,False
biome,Ep:6 Best Biome Cycle? Insta Coral vs. Aquarium Rock vs. Dark Rubble vs. 100% Water From the BRS160,eAv2YWHY4Nk,False
biome,Ep: 7 Best Biome Cycle? Aquaforest Life Source vs. Real Reef vs. Gulf Rock vs. MarinePure Brick,CN19TXDc_i8,False
biome,Ep: 8 Biome Cycle Phase 2...Which of the 12 Test Aquariums Will Beat ALL of the Uglies?,JUawH9t4VH8,False
biome,EP: 9 The Best Way to Wipe Out Reef Tank Uglies.. Can Copepods Solve the Problem Before They Start?,3OszX4wFKL8,False
biome,How to Take Everything We Learned From the Biome Cycle Experiment & Change the Future of Reefing!,fmBu5QeglnQ,False
interviews,Tough Questions for Than & Tidal Gardens.,O4qjDdSgrFA,False
interviews,Week 10: 17 Questions For Success With Clams in Your Reef Tank! John Bui | Clam Mania,3OmI1WNanjA,False
interviews,Down and Dirty Reef Keeping - All of The Gadgets Are Just Sales. 52SE | Special Guest Josh Earel,uaOzQj6xamU,False
interviews,What Are the Characteristics of the Best Reef Tanks? | 52SE,1qhAoV8WVpo,False
interviews,Joe Shares Coral Farm Lessons That Make for a Better Home Reef Tank! | 52SE,wVre1ne2t4Q,False
interviews,Crafting the Ideal Reef Habitat: Aquascaping Secrets With Joe Caparatta | 52SE,Lj1PZvFGcZI,False
interviews,Howard Shows Off a New Aquarium System From Maxspect... With Everything You Need!,nWJ6JGl4s8g,False
interviews,Elliot Shares Why These 15 Saltwater Fish Are Expert Only... Or Not!,sLIq7CeXluk,False
interviews,Dreaming Of Going BIG? Than Shares His Wisdom on Large Reef Tanks!,AQb101MTRq4,False
interviews,What Can a Maxspect Gyre Do for Your Reef Tank’s Flow?!,Id88W8UF3IA,False
interviews,Tank Treatments vs Biological Control... Treat Reef Tank Issues Like a Pro!,tWKkbUnsHrA,False
interviews,Vic’s Top 10 Coral Parasites & How to Deal With Them!,w-reVKIynKI,False
interviews,Than Shares How Tidal Gardens Experiments in Their Coral Greenhouse!,d3_3tSxKTIY,False
interviews,Howard Shares Maxspect’s Approach to Reef Tank Lighting!,h_mctoD-Y1k,False
interviews,8 Ways to Build Your Frag Tank Like a PRO!,-m5wPnvyGSc,False
interviews,Successfully Add Saltwater Fish to Your Reef With an Isolation Box!,nzX6DbHRHXk,False
interviews,Maxspect Is Changing the Way Reefers Look At Protein Skimmers!,OnCCXGFaoNE,False
interviews,"Would You Use Any of This ""Old School"" Tech on YOUR Reef Tank?!",j0NN3CTNTQU,False
interviews,"5 Characteristics of a Healthy, PERFECT Saltwater Fish!",auTF6kvBpg4,False
interviews,Than Shares 7 Things Reefers Think Are True... But Aren’t!,XdQjm0z9E0c,False
interviews,Two Pumps in One? Why the Turbine Duo Is the Most Versatile Aquarium Pump Around!,qRlIh7ZmA-Y,False
interviews,10 Things Lou Ekus Wishes EVERY Reefer Understood About Calcium & Alkalinity!,kuiS6Tj3Ok0,False
interviews,Top 10 Saltwater Fish Keeping Tricks That the PROS Use!,WLBAhzSR6yo,False
interviews,Saltwater Aquarium Beginners CAN Overcome Information Overload!,CQlsZQOtBi8,False
interviews,"Glue, Tweezers & More... How Can Maxspect’s Coral Fragging Tools Change the Game?",ZO1MYNZbWmY,False
interviews,Lou Ekus Shares His Knowledge on Carbon Dosing Our Reef Tanks!,QZK6oruHUN4,False
interviews,Victor Shares His Top 10 Most Useful Reef Tank Critters!,H_TbxcURoGE,False
interviews,Than Shares 8 Reef Tank Themes to Take You Beyond a Mixed Reef!,b4HzJwBZmrM,False
interviews,What They Do & How They Work... Maxspect Nano-Tech Filter Media Is a Game Changer?,vLHLUq1RF9I,False
interviews,Lou Ekus Answers His Top 10 Most Asked Reef Tank Questions!,3_zRvFXEjRc,False
interviews,Ensure Bio-security! 10 Missteps That Saltwater Aquarium Hobbyists Need to Avoid.,l0Vg04ct8l0,False
interviews,The 10 Things You Need for a Successful Saltwater Aquarium.,0Ay69w434kY,False
interviews,Lou Ekus Shares His Reef Tank Knowledge! 10 Things EVERY Reefer Should Embrace.,3VMoNFWNtRc,False
interviews,Will It Change? 6 Things the Industry Can Improve on to Ensure Healthy Saltwater Fish.,OcxRyucO630,False
interviews,Better Than Carbon? 10 Tips EVERY Reefer Should Know Before Running Ozone on a Saltwater Tank!,67nCFUwHgsM,False
interviews,Vic’s Top 10 Things the Reefing Hobby Should STOP Doing!,BPeEf69NFZ0,False
